name,SPE,Easy,Cascade,RUSBoost,DES-P,KNORA-U,DES-KNN,KNOP,META-DES,KNORA-E,DES-KL,DES-RRC
poker-8_vs_6,0.7518373257098747,0.6987958051529479,0.8123577040243706,0.3016079805627896,0.8516931216931217,0.8724786324786324,0.9256349206349206,0.8591157731157731,0.8915520104326073,0.9420634920634919,0.7690181833329988,0.8356236248780108
satimage,0.7633180678077706,0.7429760077721114,0.7671848650653471,0.4311106448441295,0.7445595425001916,0.7485776540821273,0.7305888281285859,0.737113795446449,0.7392833396196479,0.7504655928342084,0.7372256239006929,0.7394695513699934
scene,0.3251684023250404,0.32277913323376484,0.3123015658335345,0.19059681200859396,0.3070912674693106,0.31038143571040966,0.2651817502586196,0.30893918589822733,0.29682055854984113,0.2760259581706632,0.30684271358652637,0.2990879192234389
thyroid_sick,0.7725668544041273,0.6958364434343036,0.7344321298256745,0.386026961767494,0.7079396672685464,0.7286726467916501,0.6709207253311841,0.7179492674944783,0.7096027254043044,0.6782389308916325,0.7462112750472679,0.7409301001515932
vowel0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0
winequality-red-3_vs_5,0.15313161161730837,0.13699453085280572,0.15693910994048685,0.15051961417238055,0.13142750431076872,0.14379389034236215,0.10828239611343723,0.13375724849567397,0.14026344588016626,0.14043350322823103,0.13033241331032508,0.11760951202936025
winequality-red-4,0.16917049412166982,0.20487443525555957,0.11381814257168542,0.0738622540612975,0.1352092972568539,0.15253750449134953,0.11670631896458784,0.15528500275550117,0.14857675624333222,0.13333922983762975,0.14871818681007068,0.15448146101166618
winequality-red-8_vs_6-7,0.08393709260235709,0.09629364762835409,0.06339424131513409,0.10006289419819826,0.14061891649474217,0.13392981421611208,0.09996503990383401,0.14915316044021304,0.13995181303790732,0.09828828988682163,0.07705245839646889,0.14991441235402583
winequality-red-8_vs_6,0.24337366606309943,0.23177745989196064,0.20017094557634438,0.1650665759751034,0.34731559577002324,0.3599873287058346,0.3393820987748061,0.35226404290115815,0.38974736202528926,0.3400742955559338,0.2677829826871859,0.35354251481309035
wine_quality,0.2622389305066485,0.24942764999111683,0.25694466064045274,0.036143657943928285,0.3224936843533894,0.3395745417360193,0.28195696565012135,0.34064618601960345,0.3524463636921812,0.2918988426346888,0.2838431949060993,0.31633927754582764
yeast-0-2-5-6_vs_3-7-8-9,0.5462094726202661,0.5500007034443825,0.5407633337293792,0.4527961131012763,0.4839430229974892,0.5154998413817883,0.41534625788756435,0.49577593626087163,0.45172537127710677,0.3494759548783563,0.5355362405497937,0.5249506079066315
yeast-0-2-5-7-9_vs_3-6-8,0.8245907984260573,0.8262290695349246,0.8375145646511899,0.803622013550049,0.7773317914242567,0.7986865476069529,0.69256443139092,0.7911633723347448,0.7896174008483939,0.6644665493939665,0.8187291208186406,0.8094776952979432
yeast-0-5-6-7-9_vs_4,0.5443004164115361,0.5553099947366757,0.5520441955215026,0.5153433699909483,0.47782335516221636,0.50058916479547,0.43769136479768905,0.48521990101262436,0.4477711536743963,0.40037691485136323,0.5278857780224351,0.534620728892584
yeast-1-4-5-8_vs_7,0.18171826476018407,0.18274141984233952,0.13752128936962452,0.1255968569129985,0.17082391441316175,0.1866221813420079,0.1251862636546623,0.1861072364597696,0.17062851098046883,0.1149298136035282,0.1594810624317194,0.16861495176785293
yeast-2_vs_4,0.8304533249679332,0.8517922955290742,0.8385638036242649,0.841759445209395,0.7346904274895425,0.7819698425339248,0.7003580583031787,0.7673899598360419,0.7570242552855238,0.683224023852156,0.7871307242250232,0.7821933342798949
yeast5,0.7068770251845962,0.7338847915330917,0.7436102753646613,0.6500330911290607,0.7588237508579432,0.7562064467337708,0.7469083458672029,0.7522934508966912,0.7530673176843404,0.7320608843908681,0.7180347309104395,0.7362382437357387
yeast6,0.6034754332696448,0.6151442489043955,0.6486626656253709,0.5078773154460317,0.48593661853042674,0.5197358777289917,0.4194304201419757,0.5257611422358273,0.5002350305826027,0.4446099843875844,0.5679169375991281,0.552579198165983
yeast_me2,0.43598184785530003,0.4107559365616033,0.43268628108535195,0.33327672570949773,0.3842422754692197,0.42325287492862496,0.3179028333708666,0.39096548489768485,0.36807450175186046,0.29385866386418086,0.4299277331201276,0.3945127409895331
yeast_ml8,0.11838527126959122,0.12001980312460603,0.11475472159620649,0.0985872059491762,0.11396587474159539,0.11462706558245331,0.11247812752789947,0.1147579155110727,0.11028797907999605,0.11138393210966861,0.11115604076733812,0.10856773967301367
