name,SPE,Easy,Cascade,RUSBoost,DES-P,KNORA-U,DES-KNN,KNOP,META-DES,KNORA-E,DES-KL,DES-RRC
wine_quality,0.39221207230970123,0.29585748048314375,0.38532644109396447,0.26359019008145695,0.39836120405890546,0.42475400589433016,0.3548000620009581,0.43143325461307486,0.4184018666707834,0.28024758935486493,0.41391347718562504,0.4186143381554302
yeast-0-2-5-6_vs_3-7-8-9,0.6287487693983013,0.6273312582991722,0.6332289360643593,0.5953480227046517,0.5948087625184544,0.6322390217193214,0.5620166542545462,0.6166815501538551,0.5691748504792464,0.3637819732655296,0.6169881207651374,0.6155400373065623
yeast-0-2-5-7-9_vs_3-6-8,0.8684400937179221,0.8702737526089904,0.8803746027809735,0.840465391888173,0.8599017511159055,0.8756334344083256,0.8589326823999044,0.8763744303351826,0.8606996781109917,0.7623963594550148,0.8645216370840543,0.8647734996007583
yeast-0-5-6-7-9_vs_4,0.5976049615804182,0.5709204553815076,0.5856987625509621,0.4817846862712821,0.5534353990677392,0.5942843606149193,0.5096195326550514,0.5983713919552556,0.5741730875314609,0.4105744531809335,0.6055468557779157,0.6055468557779157
yeast-1-4-5-8_vs_7,0.16386003134920699,0.1781118404511317,0.1314281650036979,0.12157667926495404,0.1548079908044669,0.15433522417553316,0.11849690487678438,0.15772644224502178,0.1324890553928232,0.10620324387136784,0.17199323050368748,0.17197759798805498
yeast-2_vs_4,0.8409035980422052,0.8505120019585963,0.8550154479450145,0.8393329308916889,0.8397165070637275,0.8507544797823435,0.8224274175543526,0.8391498043729501,0.8314124784457602,0.7923434518603144,0.8570728091424686,0.8570728091424686
yeast5,0.793985703835377,0.7629000373764511,0.7775538624473716,0.7515546024797841,0.819584816260484,0.8221578095107508,0.8083539795958097,0.8045636868022985,0.8128809760889001,0.8041637275200961,0.8061249983469626,0.8059209999789495
yeast6,0.6663741212210428,0.6490390423911435,0.656280168490876,0.5889190048130927,0.5284601594179589,0.6244231683904005,0.5335954046576649,0.5858560737878558,0.5503913908143999,0.4243642156488595,0.6380003241559123,0.6380003241559123
yeast_me2,0.4181949942893172,0.3722491198528248,0.41175766414670123,0.2958030866311067,0.39452090030039266,0.4143100722780519,0.3788373434854139,0.4096378662338619,0.4031635512174308,0.3207624941105563,0.41493967965009815,0.41504269737918664
yeast_ml8,0.1093579380550865,0.1184191189617263,0.10155695131750762,0.10565161791123331,0.10930275453434471,0.11037370683892431,0.10787745164816562,0.11082448146344603,0.11343121575351837,0.10989068919524762,0.11032016032932558,0.11004895029693319
