name,SPE,Easy,Cascade,RUSBoost,DES-P,KNORA-U,DES-KNN,KNOP,META-DES,KNORA-E,DES-KL,DES-RRC
optical_digits,0.9297957141303073,0.9068047034800203,0.9290666629897095,0.9131639948055768,0.8671875161983518,0.8623974423396231,0.8957818811537196,0.8485298050166146,0.8641369933072284,0.893279513751542,0.8233874010829428,0.8695758192760112
page-blocks-1-3_vs_4,0.994973544973545,1.0,0.9984126984126984,0.9968253968253968,0.994973544973545,0.994973544973545,0.9828306878306878,0.9968253968253968,0.9968253968253968,0.9984126984126984,0.9984126984126984,0.9984126984126984
pen_digits,0.9490957924801516,0.9188884127766445,0.9501133365329278,0.9560799074310494,0.9419280237122581,0.944399151399045,0.9685700956458964,0.8992292312806904,0.9188237351662001,0.9776659372811102,0.813741918957137,0.8761193998895676
poker-8-9_vs_5,0.03758230234812929,0.04101122561685348,0.02614078264496016,0.02494297680957834,0.08649178059449374,0.07210633144944469,0.05783511679972577,0.08751872492823981,0.09462634651952866,0.04200363259860928,0.08044325678680282,0.12486995553992614
poker-8-9_vs_6,0.047912184253086215,0.03695216295099014,0.0911376240632303,0.051756577965522355,0.3188164490863939,0.3678772407432135,0.45515157600571654,0.22653967741506784,0.29655663584599734,0.46006964909117803,0.08306764843947277,0.23823240661529746
poker-8_vs_6,0.13182015123813512,0.05586980454016983,0.10817687361715041,0.03509898939366349,0.6019419337683212,0.6520793526362939,0.742579416714755,0.5213363467002105,0.5795980577742702,0.7825848225848226,0.2588678128542103,0.48634439119206235
satimage,0.6518198720412322,0.6475409324251651,0.6841556326636647,0.46452164701049237,0.3327198243905284,0.34191595649027867,0.34997068770308104,0.3300994446840255,0.35452633489206814,0.3425764067948627,0.3032521930328278,0.3094192508197549
scene,0.28586554369046463,0.2840655594251737,0.211573867582474,0.17273629782583041,0.29297695008723007,0.29754595044188975,0.2605845223269895,0.2959341873194259,0.2906279899031558,0.19664765737857962,0.28402579690590024,0.2898307784922176
thyroid_sick,0.7941962513402026,0.7257528626112244,0.7796909531544579,0.7584997499582944,0.6782089356561164,0.6930705358784244,0.6924812850444547,0.7091947778367202,0.7106600062188597,0.6835604362243868,0.6649976866014959,0.6911131187268638
vowel0,0.9800844279413179,0.9631525028309278,0.97469839960997,0.9931744655095188,0.9807183909011729,0.9785945435066953,0.9824275864344426,0.9716485558441693,0.976217935759223,0.9866375316240515,0.9701258779339695,0.9725826941119051
