name,SPE,Easy,Cascade,RUSBoost,DES-P,KNORA-U,DES-KNN,KNOP,META-DES,KNORA-E,DES-KL,DES-RRC
cleveland-0_vs_4,0.841980056980057,0.8068483299752649,0.8525661375661375,0.7958201058201058,0.8576943426943426,0.8734126984126983,0.8645140629351157,0.8568013468013468,0.8578939578939578,0.8636062630180277,0.8516873866873866,0.8719198053408579
ecoli-0-3-4_vs_5,0.9716666666666666,0.9616666666666667,0.9672222222222222,0.9648015873015873,0.9243018018018018,0.9221825396825397,0.9182936507936508,0.9161111111111111,0.9177777777777777,0.9241269841269841,0.9209259259259259,0.9332936507936508
ecoli-0-6-7_vs_3-5,0.8128841132102002,0.7742886772725482,0.819439416792358,0.7622901480240191,0.8112042603475516,0.8037776291465576,0.8117678574132847,0.770719839979573,0.7794304414534431,0.7589245167417211,0.7902268141516532,0.7970396966230299
glass-0-1-5_vs_2,0.3200076384606604,0.2857746524732884,0.36681644827671656,0.36347156366409233,0.3890967316287009,0.43124308592832844,0.4226640869504422,0.450275232856627,0.4198002641875191,0.45304300637633965,0.3850951485162011,0.36563776604491066
glass4,0.7566955266955266,0.7378196150254973,0.7356812169312169,0.75176607343274,0.8257431457431458,0.8555844155844154,0.8376149776149776,0.8339682539682538,0.8173569023569023,0.8536667897133012,0.8083482861743732,0.8238822751322751
yeast-2_vs_4,0.8571061866099413,0.8383928758605228,0.8630825236144929,0.791538507093048,0.6557056847894706,0.6923982088596531,0.6642386125615694,0.6755441701258381,0.6641425591815349,0.6006275849441916,0.6747483935062984,0.6841023701055382
